file,expected,transcribed,expected_norm,transcribed_norm,cer,wer,mer,wil,wip,hits,substitutions,deletions,insertions,ops,truth,hypothesis
turn_036_D.wav,OK. And have you been sweaty at all?,okay one and have you been sweaty at all,ok and have you been sweaty at all,okay one and have you been sweaty at all,0.17647058823529413,0.25,0.2222222222222222,0.3194444444444444,0.6805555555555556,7,1,0,1,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=8, hyp_start_idx=2, hyp_end_idx=9)]]","[['ok', 'and', 'have', 'you', 'been', 'sweaty', 'at', 'all']]","[['okay', 'one', 'and', 'have', 'you', 'been', 'sweaty', 'at', 'all']]"
turn_037_P.wav,Just from the from having issues breathing.,just from the from having issues breathing,just from the from having issues breathing,just from the from having issues breathing,0.0,0.0,0.0,0.0,1.0,7,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=7, hyp_start_idx=0, hyp_end_idx=7)]]","[['just', 'from', 'the', 'from', 'having', 'issues', 'breathing']]","[['just', 'from', 'the', 'from', 'having', 'issues', 'breathing']]"
turn_038_D.wav,"OK, have you been having issues breathing since the pain started?",okay have you been having issues breathing since the pain started,ok have you been having issues breathing since the pain started,okay have you been having issues breathing since the pain started,0.031746031746031744,0.09090909090909091,0.09090909090909091,0.17355371900826455,0.8264462809917354,10,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=11, hyp_start_idx=1, hyp_end_idx=11)]]","[['ok', 'have', 'you', 'been', 'having', 'issues', 'breathing', 'since', 'the', 'pain', 'started']]","[['okay', 'have', 'you', 'been', 'having', 'issues', 'breathing', 'since', 'the', 'pain', 'started']]"
turn_039_P.wav,Yes.,yes,yes,yes,0.0,0.0,0.0,0.0,1.0,1,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1)]]",[['yes']],[['yes']]
turn_040_D.wav,"OK. Um recently have you had any periods of time where you like have been immobilized or or, you haven't been like able to move around a lot?",okay own recently have you had any periods of time way you like have been immobilized or or you haven't been like able to move around a lot,ok um recently have you had any periods of time where you like have been immobilized or or you havent been like able to move around a lot,okay own recently have you had any periods of time way you like have been immobilized or or you havent been like able to move around a lot,0.06569343065693431,0.10714285714285714,0.10714285714285714,0.20280612244897955,0.7971938775510204,25,3,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=10, hyp_start_idx=2, hyp_end_idx=10), AlignmentChunk(type='substitute', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=10, hyp_end_idx=11), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=28, hyp_start_idx=11, hyp_end_idx=28)]]","[['ok', 'um', 'recently', 'have', 'you', 'had', 'any', 'periods', 'of', 'time', 'where', 'you', 'like', 'have', 'been', 'immobilized', 'or', 'or', 'you', 'havent', 'been', 'like', 'able', 'to', 'move', 'around', 'a', 'lot']]","[['okay', 'own', 'recently', 'have', 'you', 'had', 'any', 'periods', 'of', 'time', 'way', 'you', 'like', 'have', 'been', 'immobilized', 'or', 'or', 'you', 'havent', 'been', 'like', 'able', 'to', 'move', 'around', 'a', 'lot']]"
turn_041_P.wav,No no.,no no,no no,no no,0.0,0.0,0.0,0.0,1.0,2,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2)]]","[['no', 'no']]","[['no', 'no']]"
turn_042_D.wav,OK. And have you been feeling sick at all? Any infectious symptoms?,okay one joe and have you been feeling sick at all any infectious symptoms,ok and have you been feeling sick at all any infectious symptoms,okay one joe and have you been feeling sick at all any infectious symptoms,0.15625,0.25,0.21428571428571427,0.27976190476190477,0.7202380952380952,11,1,0,2,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=12, hyp_start_idx=3, hyp_end_idx=14)]]","[['ok', 'and', 'have', 'you', 'been', 'feeling', 'sick', 'at', 'all', 'any', 'infectious', 'symptoms']]","[['okay', 'one', 'joe', 'and', 'have', 'you', 'been', 'feeling', 'sick', 'at', 'all', 'any', 'infectious', 'symptoms']]"
turn_043_P.wav,No.,no in now wow,no,no in now wow,5.5,3.0,0.75,0.75,0.25,1,0,0,3,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=4)]]",[['no']],"[['no', 'in', 'now', 'wow']]"
turn_044_D.wav,"OK, have you had any nausea or vomiting?",okay have you had any nausea or vomiting,ok have you had any nausea or vomiting,okay have you had any nausea or vomiting,0.05263157894736842,0.125,0.125,0.234375,0.765625,7,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=8, hyp_start_idx=1, hyp_end_idx=8)]]","[['ok', 'have', 'you', 'had', 'any', 'nausea', 'or', 'vomiting']]","[['okay', 'have', 'you', 'had', 'any', 'nausea', 'or', 'vomiting']]"
turn_045_P.wav,No.,no been a,no,no been a,3.5,2.0,0.6666666666666666,0.6666666666666667,0.3333333333333333,1,0,0,2,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=3)]]",[['no']],"[['no', 'been', 'a']]"
turn_046_D.wav,Any fevers or chills?,any fevers or chills,any fevers or chills,any fevers or chills,0.0,0.0,0.0,0.0,1.0,4,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=4)]]","[['any', 'fevers', 'or', 'chills']]","[['any', 'fevers', 'or', 'chills']]"
turn_047_P.wav,No.,no bill though,no,no bill though,6.0,2.0,0.6666666666666666,0.6666666666666667,0.3333333333333333,1,0,0,2,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=3)]]",[['no']],"[['no', 'bill', 'though']]"
turn_048_D.wav,"OK, how about any abdominal pain?",okay how about any abdominal pain,ok how about any abdominal pain,okay how about any abdominal pain,0.06451612903225806,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.6944444444444445,5,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=6, hyp_start_idx=1, hyp_end_idx=6)]]","[['ok', 'how', 'about', 'any', 'abdominal', 'pain']]","[['okay', 'how', 'about', 'any', 'abdominal', 'pain']]"
turn_049_P.wav,No.,no the,no,no the,2.0,1.0,0.5,0.5,0.5,1,0,0,1,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['no']],"[['no', 'the']]"
turn_050_D.wav,Any urinary problems?,any ordinary problems,any urinary problems,any ordinary problems,0.1,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,2,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]]","[['any', 'urinary', 'problems']]","[['any', 'ordinary', 'problems']]"
turn_051_P.wav,No.,no,no,no,0.0,0.0,0.0,0.0,1.0,1,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1)]]",[['no']],[['no']]
turn_052_D.wav,Or bowel problems?,the are bowel problems,or bowel problems,the are bowel problems,0.35294117647058826,0.6666666666666666,0.5,0.6666666666666667,0.3333333333333333,2,1,0,1,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=4)]]","[['or', 'bowel', 'problems']]","[['the', 'are', 'bowel', 'problems']]"
turn_053_P.wav,No.,no tao te,no,no tao te,3.5,2.0,0.6666666666666666,0.6666666666666667,0.3333333333333333,1,0,0,2,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=3)]]",[['no']],"[['no', 'tao', 'te']]"
turn_054_D.wav,"OK, have you had a cough?",okay have you had a cough,ok have you had a cough,okay have you had a cough,0.08695652173913043,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.6944444444444445,5,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=6, hyp_start_idx=1, hyp_end_idx=6)]]","[['ok', 'have', 'you', 'had', 'a', 'cough']]","[['okay', 'have', 'you', 'had', 'a', 'cough']]"
turn_055_P.wav,No.,no joanne how,no,no joanne how,5.5,2.0,0.6666666666666666,0.6666666666666667,0.3333333333333333,1,0,0,2,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=3)]]",[['no']],"[['no', 'joanne', 'how']]"
turn_056_D.wav,OK. You haven't brought up any blood?,okay when you haven't brought up any blood,ok you havent brought up any blood,okay when you havent brought up any blood,0.20588235294117646,0.2857142857142857,0.25,0.3571428571428572,0.6428571428571428,6,1,0,1,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=7, hyp_start_idx=2, hyp_end_idx=8)]]","[['ok', 'you', 'havent', 'brought', 'up', 'any', 'blood']]","[['okay', 'when', 'you', 'havent', 'brought', 'up', 'any', 'blood']]"
turn_057_P.wav,No.,no gauss,no,no gauss,3.0,1.0,0.5,0.5,0.5,1,0,0,1,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['no']],"[['no', 'gauss']]"
turn_058_D.wav,"OK, have you had a wheeze with your difficulty breathing?",okay have you had a wheeze with your difficulty breathing,ok have you had a wheeze with your difficulty breathing,okay have you had a wheeze with your difficulty breathing,0.03636363636363636,0.1,0.1,0.18999999999999995,0.81,9,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=10, hyp_start_idx=1, hyp_end_idx=10)]]","[['ok', 'have', 'you', 'had', 'a', 'wheeze', 'with', 'your', 'difficulty', 'breathing']]","[['okay', 'have', 'you', 'had', 'a', 'wheeze', 'with', 'your', 'difficulty', 'breathing']]"
turn_059_P.wav,"No, not that I've heard.",no not that i've heard,no not that ive heard,no not that ive heard,0.0,0.0,0.0,0.0,1.0,5,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]]","[['no', 'not', 'that', 'ive', 'heard']]","[['no', 'not', 'that', 'ive', 'heard']]"
turn_060_D.wav,"OK, any changes to the breath sounds at all like any noisy breathing?",okay any changes to the breath sounds at all like any noisy breathing,ok any changes to the breath sounds at all like any noisy breathing,okay any changes to the breath sounds at all like any noisy breathing,0.029850746268656716,0.07692307692307693,0.07692307692307693,0.1479289940828401,0.8520710059171599,12,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=13, hyp_start_idx=1, hyp_end_idx=13)]]","[['ok', 'any', 'changes', 'to', 'the', 'breath', 'sounds', 'at', 'all', 'like', 'any', 'noisy', 'breathing']]","[['okay', 'any', 'changes', 'to', 'the', 'breath', 'sounds', 'at', 'all', 'like', 'any', 'noisy', 'breathing']]"
turn_061_P.wav,"No. Well, I guess if when I'm really having trouble breathing, yeah.",no well i guess if when i'm really having trouble breathing yeah,no well i guess if when im really having trouble breathing yeah,no well i guess if when im really having trouble breathing yeah,0.0,0.0,0.0,0.0,1.0,12,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=12, hyp_start_idx=0, hyp_end_idx=12)]]","[['no', 'well', 'i', 'guess', 'if', 'when', 'im', 'really', 'having', 'trouble', 'breathing', 'yeah']]","[['no', 'well', 'i', 'guess', 'if', 'when', 'im', 'really', 'having', 'trouble', 'breathing', 'yeah']]"
turn_062_D.wav,OK. Has anything like this ever happened to you before?,okay has anything like this ever happened to you before,ok has anything like this ever happened to you before,okay has anything like this ever happened to you before,0.03773584905660377,0.1,0.1,0.18999999999999995,0.81,9,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=10, hyp_start_idx=1, hyp_end_idx=10)]]","[['ok', 'has', 'anything', 'like', 'this', 'ever', 'happened', 'to', 'you', 'before']]","[['okay', 'has', 'anything', 'like', 'this', 'ever', 'happened', 'to', 'you', 'before']]"
turn_063_P.wav,No.,no,no,no,0.0,0.0,0.0,0.0,1.0,1,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1)]]",[['no']],[['no']]
turn_064_D.wav,"No, OK. And have you had any night sweats?",no okay and have you had any night sweats,no ok and have you had any night sweats,no okay and have you had any night sweats,0.05128205128205128,0.1111111111111111,0.1111111111111111,0.2098765432098766,0.7901234567901234,8,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=9, hyp_start_idx=2, hyp_end_idx=9)]]","[['no', 'ok', 'and', 'have', 'you', 'had', 'any', 'night', 'sweats']]","[['no', 'okay', 'and', 'have', 'you', 'had', 'any', 'night', 'sweats']]"
turn_065_P.wav,No.,no to,no,no to,1.5,1.0,0.5,0.5,0.5,1,0,0,1,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['no']],"[['no', 'to']]"
turn_066_D.wav,"Alright, and then how about any rashes or skin changes?",all right and then how about any rashes or skin changes,alright and then how about any rashes or skin changes,all right and then how about any rashes or skin changes,0.03773584905660377,0.2,0.18181818181818182,0.26363636363636356,0.7363636363636364,9,1,0,1,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=10, hyp_start_idx=2, hyp_end_idx=11)]]","[['alright', 'and', 'then', 'how', 'about', 'any', 'rashes', 'or', 'skin', 'changes']]","[['all', 'right', 'and', 'then', 'how', 'about', 'any', 'rashes', 'or', 'skin', 'changes']]"
turn_067_P.wav,"No rashes, but I guess like my neck seems to be a little swollen.",no rashes but i guess like my next seems to be a little swollen,no rashes but i guess like my neck seems to be a little swollen,no rashes but i guess like my next seems to be a little swollen,0.031746031746031744,0.07142857142857142,0.07142857142857142,0.1377551020408163,0.8622448979591837,13,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=7, hyp_start_idx=0, hyp_end_idx=7), AlignmentChunk(type='substitute', ref_start_idx=7, ref_end_idx=8, hyp_start_idx=7, hyp_end_idx=8), AlignmentChunk(type='equal', ref_start_idx=8, ref_end_idx=14, hyp_start_idx=8, hyp_end_idx=14)]]","[['no', 'rashes', 'but', 'i', 'guess', 'like', 'my', 'neck', 'seems', 'to', 'be', 'a', 'little', 'swollen']]","[['no', 'rashes', 'but', 'i', 'guess', 'like', 'my', 'next', 'seems', 'to', 'be', 'a', 'little', 'swollen']]"
turn_068_D.wav,"OK, do you have any neck pain?",okay do you have any neck pain,ok do you have any neck pain,okay do you have any neck pain,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.7346938775510203,6,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=7, hyp_start_idx=1, hyp_end_idx=7)]]","[['ok', 'do', 'you', 'have', 'any', 'neck', 'pain']]","[['okay', 'do', 'you', 'have', 'any', 'neck', 'pain']]"
turn_069_P.wav,No.,no die,no,no die,2.0,1.0,0.5,0.5,0.5,1,0,0,1,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['no']],"[['no', 'die']]"
turn_070_D.wav,"OK, have you had any like accidents like a car accident or anything where you really jerked your neck?",okay have you had any like accidents like a car accident or anything where you really jerked your neck,ok have you had any like accidents like a car accident or anything where you really jerked your neck,okay have you had any like accidents like a car accident or anything where you really jerked your neck,0.02,0.05263157894736842,0.05263157894736842,0.1024930747922439,0.8975069252077561,18,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=19, hyp_start_idx=1, hyp_end_idx=19)]]","[['ok', 'have', 'you', 'had', 'any', 'like', 'accidents', 'like', 'a', 'car', 'accident', 'or', 'anything', 'where', 'you', 'really', 'jerked', 'your', 'neck']]","[['okay', 'have', 'you', 'had', 'any', 'like', 'accidents', 'like', 'a', 'car', 'accident', 'or', 'anything', 'where', 'you', 'really', 'jerked', 'your', 'neck']]"
